"1",1,675606.366594611,5435678.03709909
"2",1,676828.834704849,5438218.33495435
"3",1,677787.558799995,5440887.39713064
"4",1,678481.478321222,5443670.5501935
"5",1,678913.182296402,5446551.85479853
"6",1,679088.708212401,5449514.53156427
"7",1,679017.219553148,5452541.39846508
"8",1,678710.588002156,5455615.2954658
"9",1,678182.910862376,5458719.47513934
"10",1,677449.995473097,5461837.94265225
"11",1,676528.84061113,5464955.73403133
"12",1,675437.140723323,5468059.12729004
"13",1,674192.833210283,5471135.78616745
"14",1,672813.702743876,5474174.84047421
"15",1,671317.050511186,5477166.91012193
"16",1,669719.430892861,5480104.08179932
"17",1,668036.45373782,5482979.8480624
"18",1,666282.647216286,5485789.01852852
"19",1,664471.374185564,5488527.61214515
"20",1,662614.793946558,5491192.73837903
"21",1,660723.861007308,5493782.47384474
"22",1,658808.352791244,5496295.73952378
"23",1,656876.918935074,5498732.1824296
"24",1,654937.145746813,5501092.06442053
"25",1,652995.630407894,5503376.15988662
"26",1,651058.060510362,5505585.66324734
"27",1,649129.295459095,5507722.10658585
"28",1,647213.447104068,5509787.28729408
"29",1,645313.957682827,5511783.20528659
"30",1,643433.673746527,5513712.00913497
"31",1,641574.915220647,5515575.95035566
"32",1,639739.539125715,5517377.34502981
"33",1,637928.997768209,5519118.54192735
"34",1,636144.391421711,5520801.89633377
"35",1,634386.515667389,5522429.74882615
"36",1,632655.903663365,5524004.40830484
"37",1,630952.863675358,5525528.13865412
"38",1,629277.512235243,5527003.14847291
"39",1,627629.803307313,5528431.58338329
"40",1,626009.553839965,5529815.52048707
"41",1,624416.466068042,5531156.96459889
"42",1,622850.146911663,5532457.84593672
"43",1,621310.124793819,5533720.01899757
"44",1,619795.864173342,5534945.26238785
"45",1,618306.778063476,5536135.27941373
"46",1,616842.238780262,5537291.69926866
"47",1,615401.587139892,5538416.07868213
"48",1,613984.14030066,5539509.90391685
"49",1,612589.19842325,5540574.59302155
"50",1,611216.050303052,5541611.49826311
"51",1,609863.978109993,5542621.90867587
"52",1,608532.26135497,5543607.05267809
"53",1,607220.180187252,5544568.10071514
"54",1,605927.018114156,5545506.16789744
"55",1,604652.064222661,5546422.3166081
"56",1,603394.614972374,5547317.55906085
"57",1,602153.975620222,5548192.85979341
"58",1,600929.461329289,5549049.13808559
"59",1,599720.398007263,5549887.27029424
"60",1,598526.122913841,5550708.09209989
"61",1,597345.985071153,5551512.40066199
"62",1,596179.34550658,5552300.95668113
"63",1,595025.577353308,5553074.48636824
"64",1,593884.065830459,5553833.68332134
"65",1,592754.20812154,5554579.21031168
"66",1,591635.413167304,5555311.70098143
"67",1,590527.101386814,5556031.7614555
"68",1,589428.704338485,5556739.97187058
"69",1,588339.66433112,5557436.88782459
"70",1,587259.433993487,5558123.04174987
"71",1,586187.475809624,5558798.94421341
"72",1,585123.26162597,5559465.08514779
"73",1,584066.272135394,5560121.93501595
"74",1,583015.996342376,5560769.94591329
"75",1,581971.931012821,5561409.55261036
"76",1,580933.580111373,5562041.1735391
"77",1,579900.454228514,5562665.21172596
"78",1,578872.069999278,5563282.05567449
"79",1,577847.949514942,5563892.08020042
"80",1,576827.619728745,5564495.6472217
"81",1,575810.61185633,5565093.10650607
"82",1,574796.460771325,5565684.79637845
"83",1,573784.704396252,5566271.04439046
"84",1,572774.883088736,5566852.16795399
"85",1,571766.539022763,5567428.4749409
"86",1,570759.215564629,5568000.26425052
"87",1,569752.456643004,5568567.82634666
"88",1,568745.806112462,5569131.44376569
"89",1,567738.807109665,5569691.39159702
"90",1,566731.001401293,5570247.9379372
"91",1,565721.928722736,5570801.34431892
"92",1,564711.126106422,5571351.86611576
"93",1,563698.127198631,5571899.75292363
"94",1,562682.461563512,5572445.24891958
"95",1,561663.653972987,5572988.59319866
"96",1,560641.223681143,5573530.0200892
"97",1,559614.683681637,5574069.75944687
"98",1,558583.539946614,5574608.03692769
"99",1,557547.290645539,5575145.07423994
"100",1,556505.425342339,5575681.08937488
"101",1,555457.42416918,5576216.2968159
"102",1,554402.756975162,5576750.9077255
"103",1,553340.882448223,5577285.13010956
"104",1,552271.247208466,5577819.16895768
"105",1,551193.284871176,5578353.22635859
"106",1,550106.415077746,5578887.50158901
"107",1,549010.042492784,5579422.19117427
"108",1,547903.555765708,5579957.48891857
"109",1,546786.326455201,5580493.58590241
"110",1,545657.707914987,5581030.67044422
"111",1,544517.034139545,5581568.9280231
"112",1,543363.618568525,5582108.54115861
"113",1,542196.752848889,5582649.68924333
"114",1,541015.70555406,5583192.54832317
"115",1,539819.720859766,5583737.29081967
"116",1,538608.017176688,5584284.08518778
"117",1,537379.785740606,5584833.09550168
"118",1,536134.189161421,5585384.48096023
"119",1,534870.359933277,5585938.39530249
"120",1,533587.398909007,5586494.98612243
"121",1,532284.373743396,5587054.39407068
"122",1,530960.317311199,5587616.75192926
"123",1,529614.226107635,5588182.18354378
"124",1,528245.058641224,5588750.80259532
"125",1,526851.733831332,5589322.7111919
"126",1,525433.129425817,5589897.99825716
"127",1,523988.080457741,5590476.73769065
"128",1,522515.377764332,5591058.98627123
"129",1,521013.766596395,5591644.78127127
"130",1,519481.945352246,5592234.13774565
"131",1,517918.564477203,5592827.04545482
"132",1,516322.225577794,5593423.46537666
"133",1,514691.480809404,5594023.32575635
"134",1,513024.832607243,5594626.51763761
"135",1,511320.733843507,5595232.88981254
"136",1,509577.588508756,5595842.24312027
"137",1,507793.753033043,5596454.32401755
"138",1,505967.538382567,5597068.81733665
"139",1,504097.213090898,5597685.33813836
"140",1,502181.007410439,5598303.42255976
"141",1,500217.11880009,5598922.51754904
"142",1,498203.718999326,5599541.96937241
"143",1,496138.962977312,5600161.01077269
"144",1,494021.000088293,5600778.74665476
"145",1,491847.987811329,5601394.13817229
"146",1,489618.108503024,5602005.98509286
"147",1,487329.589645505,5602612.90632708
"148",1,484980.728127329,5603213.31852333
"149",1,482569.919150127,5603805.41265586
"150",1,480095.690405761,5604387.12857289
"151",1,477556.742213363,5604956.127527
"152",1,474951.994337079,5605509.76278681
"153",1,472280.640216041,5606045.04853107
"154",1,469542.209317972,5606558.62735961
"155",1,466736.638264329,5607046.73692655
"156",1,463864.351252325,5607505.17641356
"157",1,460926.35009883,5607929.27382261
"158",1,457924.313931668,5608313.85537898
"159",1,454860.708131301,5608653.21869994
"160",1,451738.90155637,5608941.11179592
"161",1,448563.290347534,5609170.72041971
"162",1,445339.425679221,5609334.66674439
"163",1,442074.14171323,5609425.02279909
"164",1,438775.678715239,5609433.34247564
"165",1,435453.794866349,5609350.71617249
"166",1,432119.858814786,5609167.85218262
"167",1,428786.913591872,5608875.18866148
"168",1,425469.701336888,5608463.03932271
"169",1,422184.637564195,5607921.7748036
"170",1,418949.723729796,5607242.03984176
"171",1,415784.387895035,5606415.00398154
"172",1,412709.245596843,5605432.64053508
"173",1,409745.776786125,5604288.02511429
"174",1,406915.919904953,5602975.64150455
"175",1,404241.590636943,5601491.67936983
"176",1,401744.140119033,5599834.30575192
"177",1,399443.77471789,5598003.89107406
"178",1,397358.965915657,5596003.17083942
"179",1,395505.883402908,5593837.32671331
"180",1,393897.886225772,5591513.97521649
"181",1,392545.105162891,5589043.05852619
"182",1,391454.144269719,5586436.63925274
"183",1,390627.921135126,5583708.60866099
"184",1,390065.654791165,5580874.32466717
"185",1,389762.998722815,5577950.20117868
"186",1,389712.305499382,5574953.27331904
"187",1,389903.000517117,5571900.76352197
"188",1,390322.036160347,5568809.67150833
"189",1,390954.394807811,5565696.40724159
"190",1,391783.609458665,5562576.48077485
"191",1,392792.273819088,5559464.25721782
"192",1,393962.5186864,5556372.77956387
"193",1,395276.437504568,5553313.65736795
"194",1,396716.450211996,5550297.01558867
"195",1,398265.600295482,5547331.49542951
"196",1,399907.7848576,5544424.29768965
"197",1,401627.92127233,5541581.25880033
"198",1,403412.056605338,5538806.95015137
"199",1,405247.427505091,5536104.79226266
"200",1,407122.478903712,5533477.17660403
"201",1,409026.849810595,5530925.58923166
"202",1,410951.333944394,5528450.73175198
"203",1,412887.822113929,5526052.63635502
"204",1,414829.232275071,5523730.77272667
"205",1,416769.432170774,5521484.14553129
"206",1,418703.158482507,5519311.3818548
"207",1,420625.935531221,5517210.80852656
"208",1,422533.995789895,5515180.51961955
"209",1,424424.203815888,5513218.43468601
"210",1,426293.984677109,5511322.34844563
"211",1,428141.257521691,5509489.97272785
"212",1,429964.374613152,5507718.97149736
"213",1,431762.065907465,5506006.98978113
"214",1,433533.389070657,5504351.67727634
"215",1,435277.684712272,5502750.70736395
"216",1,436994.536529631,5501201.79218839
"217",1,438683.7360103,5499702.69439632
"218",1,440345.251317317,5498251.23605941
"219",1,441979.199976857,5496845.30524187
"220",1,443585.824995779,5495482.86061262
"221",1,445165.474052869,5494161.93444662
"222",1,446718.581429339,5492880.63431044
"223",1,448245.652368975,5491637.14368285
"224",1,449747.249584499,5490429.72172216
"225",1,451223.981653024,5489256.70235871
"226",1,452676.493069071,5488116.49286131
"227",1,454105.455747958,5487007.57200145
"228",1,455511.561795105,5485928.48791781
"229",1,456895.517377758,5484877.85576525
"230",1,458258.037554791,5483854.35521707
"231",1,459599.841937496,5482856.72787653
"232",1,460921.65106986,5481883.77464255
"233",1,462224.18343068,5480934.35306561
"234",1,463508.152972204,5480007.37472217
"235",1,464774.267120927,5479101.80262983
"236",1,466023.225175784,5478216.64872005
"237",1,467255.717047484,5477350.97138126
"238",1,468472.422290152,5476503.87308158
"239",1,469674.009382968,5475674.4980775
"240",1,470861.135225208,5474862.03021264
"241",1,472034.444813027,5474065.69080892
"242",1,473194.571070711,5473284.73665094
"243",1,474342.13481286,5472518.45806311
"244",1,475477.744817268,5471766.17707846
"245",1,476601.997991128,5471027.24569706
"246",1,477715.479615659,5470301.04423161
"247",1,478818.76365641,5469586.97973739
"248",1,479912.413128377,5468884.48452342
"249",1,480996.980506675,5468193.01474159
"250",1,482073.008174923,5467512.04905035
"251",1,483141.028904721,5466841.08734956
"252",1,484201.566360651,5466179.64958307
"253",1,485255.13562615,5465527.27460567
"254",1,486302.243746414,5464883.51911115
"255",1,487343.390285145,5464247.95661813
"256",1,488379.067892605,5463620.17651084
"257",1,489409.762882909,5462999.78313157
"258",1,490435.95581897,5462386.39492218
"259",1,491458.122103903,5461779.64361189
"260",1,492476.732578009,5461179.17344873
"261",1,493492.254120809,5460584.64047238
"262",1,494505.150257799,5459995.71182596
"263",1,495515.881771881,5459412.06510476
"264",1,496524.907319585,5458833.3877398
"265",1,497532.684052411,5458259.37641449
"266",1,498539.668243743,5457689.73651255
"267",1,499546.31592196,5457124.18159563
"268",1,500553.083510474,5456562.43290922
"269",1,501560.428475553,5456004.21891553
"270",1,502568.809982878,5455449.27485202
"271",1,503578.689563888,5454897.34231465
"272",1,504590.531793063,5454348.16886496
"273",1,505604.804977341,5453801.50765992
"274",1,506621.981858986,5453257.11710422
"275",1,507642.540333269,5452714.76052427
"276",1,508666.964182372,5452174.2058635
"277",1,509695.743827041,5451635.22539886
"278",1,510729.37709751,5451097.59547839
"279",1,511768.370025304,5450561.09627981
"280",1,512813.23765757,5450025.51159058
"281",1,513864.50489563,5449490.62860972
"282",1,514922.707359458,5448956.2377721
"283",1,515988.392279846,5448422.13259601
"284",1,517062.119420012,5447888.10955507
"285",1,518144.46202841,5447353.96797596
"286",1,519236.007824498,5446819.50996338
"287",1,520337.360019177,5446284.54035436
"288",1,521449.138371572,5445748.86670406
"289",1,522571.980283728,5445212.29930587
"290",1,523706.541934701,5444674.65124879
